Review,Class
"Ya sea en tour o por cuenta propia, es un lugar que hay que visitar simplemente por el hecho de que es una parte de la historia de este lugar donde se pueden ver por un lado los edificios con los rostros del ""che Guevara"" y a Camilo Cienfuegos y por el otro lado el monumento a José Martí. ",3
"Es muy agradable caminar junto a pero ten cuidado la baja es de un muy mal estado y es probable que timo tus zapatos a jirones en algunas partes. Extremadamente incómodas para pasear, mejor vistos como pase",3
"El hotel es bonito, tranquilo, grande y familiar. La playa la tienen muy bien cuidada y limpia, con sombrillas para protegerse del sol y perezosas para descansar. Si bien el mar no es del color del caribe, igual es rico bañarse ahí pues el agua es caliente y manso.  En cuanto a las habitaciones son amplias, cómodas y limpias. Dormí muy cómoda!  Me gustó que hubiese internet en todo el hotel y que sea gratis, ya que por lo general en otros hoteles te cobran.   Por otro lado la comida me pareció normal. Quizás sería recomendable poner mayor variedad de platos. Recomendaría que la atención sea más rápida ya que cuando pides platos a la carta se demoraban casi una hora en traerlos a la mesa.    Recomendaría a cualquier persona que se quede en el hotel! No es lujoso, pero es si…",3
"Muy buena y variada comida de alta calidad. Excelente servicio. Bastante  concurrido. Buen ambiente. Simpatico mural con personajes poblanos  un poco nostalgico.
Las mejores chalupas que hemos comido en este viaje. Buena opcion para pedir varios platos al centro para compartir y probar de todo.",4
"La gente en la calle me recomendó ir a este lugar porque tenía gran variedad de platos. Aunque es complicado conseguir buena comida en la ciudad, en Los Nardos encontré buenas opciones para vegetarianos y además una amplia oferta de comida de mar a precios...Más",4
"Están perdiendo la buena atención que tenían, tienen prisa en que dejes su hotel, los alimentos al cuarto llegan fríos, la señal de Tv es intermitente.  Hagan algo, están haciendo cosas buenas pero no pierdan de vista lo básico.",3
Esta plaza contiene a la catedral y a varios museos. Hermoso lugar tanto de día como de noche. La catedral está restaurada y es muy bonita. Hay un bar/restaurante muy bonito para descansar y luego seguir caminando,5
Es un lugar tranquilo donde se puede descansar y protección contra el sol. Por la noche puedes ver espectáculos folclóricos y culturales gratuitas de nivel profesional,4
"Estas ruinas son espectaculares. Están protegidas, y ya no se puede subir a ellas. El guía nos fue explicando sobre cada edificio. el llamado ""observatorio"", el campo de juego de pelota, (que es gigante, comprado con el de Tulúm), el templo de las 1000 columnas, y la gran pirámide, imponente, y con una aústica impresionante que se puede comprobar al escuchar el ruido de un aplauso dado al pasar por una cara en la base. También los explicaron que en el equinoccio, a las 17 horas, el sol entra por arriba, dibuja 7 triángulos, e ilumina la base, donde se encuentra el ojo de la serpiente. Perfección maya! Abundan los vendedores apostados con puestitos a lo largo de todos los paillos de los diferentes accesos. Tratan de vender a toda costa. Todos tienen más o menos lo mismo, pero hay que regatearles, o ellos mismos bajan el precio si uno les compra 2 ó 3 cosas.",5
A mi me llegaron con una cuenta de $385.000 por unos canelazos y dos cervezas.... llegaron cobrando 30.000 pesos de cover a cada uno de los 4 que ibamos.... muy sencillo... dijimos que eso no lo pagabamos... primero dijeron que no podiamos abandonar el establecimiento......Más,1
"A continuación mi experiencia en este restaurante el día de ayer 15 de agosto 2022:

- Restaurante / Ambiente: Es un restaurante sumamente pequeño en espacio. Asumo que varía la distribución dependiendo las reservaciones, el día que fui solo había 4 mesas para 2 personas...y 1 para 4 personas, adicionalmente cuentan con un pequeño espacio aparte para algún evento privado/cerrado (pedida de matrimonio o similar).  Y no creo que cupiera una mesa más. La ambientación en sí es muy agradable, te sientes tal cuál dentro de una casa, la preparación de los alimentos está 100% a la vista y música tranquila de fondo. Una desventaja es que para llegar a cualquier mesa tienes que subir una escalera de caracol algo incómoda. 

- Comida: La comida es excepcionalmente deliciosa, lo que puedes esperar de un restaurante de este tipo, todo fresco y de la más alta calidad, 100% preparado a la vista ya que la cocina está dentro de la misma área de las mesas y es 1 solo chef quién prepara todo, presentación impecable, la preparación del 90% del menú incluye mariscos, aunque también cuentan con su sección de cortes de res, cordero y similares. Toma esto en cuenta si no eres muy afín a los mariscos como yo jaja. 

- Costo: Uff sin duda la parte más dolorosa, y definitivamente este tema es muy subjetivo para cada persona. En lo personal, sí, es MUY CARO sin duda, como lo comento la comida es deliciosa y sin duda pasas un momento muy agradable, sin embargo creo que esta misma calidad de alimentos lo puedes encontrar en restaurantes similares a un precio mucho más asequible. 
En cuestión de platillos, todos van desde los $400 (pastas, fetuccines, etc) pesos hasta los $2,000 (los cortes de carne empiezan en los $800 pesos) aproximadamente. 
En mi experiencia personal, mi cuenta fué de 1 platillo para mi esposa, 1 platillo para mí, 2 copas de vino de la casa (1 para cada quien), 1 botella de agua EVIAN para 2 y pan con ajo, mi total fué de $1,800 pesos. 

- Servicio: 1 solo mesero (obviamente jaja), y no sé si fué percepción mía pero llegó un punto en el que nos empezó a atender de mala gana, como que yo sentía que él decía que no pertenecíamos a un lugar como ese. Al finalizar el platillo, creo que todavía estaba masticando el último bocado pero él inmediatamente los recogió (no había gente esperando mesa ni nada). 
En la carta menciona que los precios incluyen impuestos Y SERVICIO, sin embargo al finalizar y pagar la cuenta, el mesero aprovecho un espacio en donde el propietario no se diera cuenta y me dijo en voz baja: ""Disculpe, está pendiente la propina"" y le referí a lo que se menciona en la carta, y me dijo que eso era por los platos y la cristalería, pero al final me dijo ""pero no hay problema, así déjelo"".  Sabemos que por ley la propina es opcional, no es obligatoria. 
Y por último, me cobraron $150 pesos por adornar la mesa con pétalos y una vela, creo que es la primera vez que me cobran esta amenidad en un restaurante (aclaro que los $150 pesos ya me lo habían dicho desde la reservación días antes, no fué en el momento de la cuenta ni del comentario de la propina).Más",4
"Me encantó mi noche en el Club Tropicana! El espectáculo dijeron que la historia de la historia de Cuba ( me resultó lo que estaban haciendo a mitad de camino a través del espectáculo) por baile y canto y las acrobacias más increíbles.Nos dieron una botella de ron y algunas latas de coca-cola cubana, puros para caballeros, flores para nosotras. Mi Pal estaba encantado de poder fumar sin tener que entrar fuera! horas de baile sin parar, trajes coloridos maravillosos, un montón de canciones.Al final, se puede participar en el baile y baile con el espectáculo bailarines pero tuvimos que volver a nuestro barco - habría quedado y dado a ir!Recomiendo este lugar!",5
"Muy bien atendido y muy sabrosa su comida y sus cocteles. Muy bien decorado, en el centro de La Habana.",4
"El tour estuvo súper interesante, la historia y todos los artículos en el museo fueron magníficos. El guía Fernando  fue lo máximo.",5
"Que gran tristeza fue ver el malecón convertido en un tianguis de cosas chinas,  aparte de que esta muy sucio es muy desagradable,  mi familia del extranjero quedo decepcionada,  ojala quiten esto q nos da mala imagen, tan bello que es todo ahí arquitectónica mente hablando y ni que decir históricamente",2
"Este lugar era tan ideal terminamos visitando dos veces durante nuestra visita de tres días a la Habana. La selección de la comida y la bebida era genial, con la elección de grandes platos tales como hamburguesas, así como platos más pequeños como las tapas....El aire acondicionado también era refrescante y un buen descanso de la humedad. Muy cerca del Parque Central Hotel Iberostar.Más",5
"Para empezar tengo que decir que fui a este hotel en un viaje de grupo con lo que el precio estaba ya pagado y sólo puedo decir que es caro porque escuché en recepción que el precio de una habitación doble con desayuno eran 150 pesos convertibles. un pastizal, vaya.  El hotel es probablemente uno de los mejores de La Habana, está situado en pleno Vedado, una zona con mucho encanto y tiene multitud de sitios cercanos donde comer, ya sean paladares, restaurantes, sitios de comida rápida, heladerías, bares nocturnos... eso es uno de sus puntos fuertes.  Las zonas comunes son casi casi de lujo, la piscina está muy bien, la discoteca también, el buffet del desayuno colmó totalmente mis expectativas y la zona recreativa también estaba muy muy chula.  El personal era un poco pasota, o…",3
"Excelente lugar de visita, ejemplo vivo de cómo puede generarse un producto turístico que dinamice la economía local con propuestas imaginativas. El via crusis muy bien creado, buena información para los visitantes y al final una capilla muy acogedora hacen de la visita una experiencia inolvidable.El lugar tiene amplia playa de estacionamiento, buenos baños, buena señalización y un mercado de souvenirs muy variado dando realce a productos artesanales hechos en piedra de sal.Está cerca a Bogotá.",5
"HORRIBLE. Este hotel no es un 5 estrellas, según su sitio web - o incluso cerca de un 3 estrellas, ya que este sitio dice. Yo viajo para la vida, y nunca me sentí obligado a escribir una mala crítica como éste, pero me sentí como lo que leí en línea fue ni de cerca lo que pensé que había reservado. El vestíbulo parece impresionante, pero eso es donde termina. aseo al lado de recepción llena de vómito, etc. etc. .. y cuando llegas arriba, ¡Ay, lo peor está por venir. Pagué $270 CUC/noche ( $250 USD) y no sentirse cómodo despegar mis zapatos en la habitación. Tan sucia. chancletas en la ducha. Armarios de madera con caja fuerte y nevera ( ""mini bar"" no realmente) dentro colgando de las bisagras. Moho y podredumbre seca en las paredes, los muebles luchando para sobrevivir tras 50…",1
"Los cubanos les encanta hacerte feliz, y a pesar de la falta de sabor en muchos de sus platos nativos, todos son servidos con sosegada de sonrisas y deseo de corazón que usted disfrutará de su comida.
El marisco es en general muy bien, pero...me hubiera gustado que han venido con algún mayonesa de ajo!Más",4
"Gran lugar para descansar, observar a la gente, pasar el rato con amigos, escuchar música en vivo, tomar una copa y disfrutar de su tiempo en La Habana.",5
"Cierran a las 3 pm, cobraron $85 adultos y niños (por lo menos los de 2 años) y adulto mayor gratis. A la entrada hay guías.  Se juntan grupos de mínimo 10 personas y te cobran $70 por persona o $700 a quien se los pague. Excelente explicación y atención de parte de ellos. Poca claridad de información en redes, y el número telefónico no sirve. Llegamos fácilmente con waze. Lleven buen bloqueador, sombrero y de preferencia tenis.",3
"Es un lugar pequeño con creas y algo de comida tipo francés, música de fondo en francés, pero el sabor como tal le hace falta mejorar un poco, creo si no eres tan exigente esta pasable.",3
"ir un domingo y alquilar una bicicleta o simplemente caminar por la calle y ver a la gente. Las aceras son felizmente la sombra, un respiro del sol. El boulevard está alineada con las mansiones de los viejos barones de henequen, ahora convertida en bancos, oficinas de seguros, y hoteles boutique. parada para tomar un café o un helado antes de empezar la larga caminata.",4
"En frente del hotel se realizan actividades que ponen en riesgo a los bañistas. Hay personas practicando windsurf y usando jet skies en la misma área en que hay gente dentro del mar. Para ellos no hay control y pueden pasar tan cerca de los bañistas como quieran. Personalmente experimenté esto cuando una cometa cayó encima mío y de dos niños que estaban conmigo en el mar. El hombre perdió el control y fue cuestión de metros para que no fuera la cometa sino la tabla misma la que nos golpeara y en ese caso el resultado pudo haber sido mortal. Desafortunadamente la solución no depende del hotel, por lo que puede tardar tanto como tardan las decisiones de la administración. Ojalá no esperen a que haya un accidente fatal para prestar atención a ese tema. El hotel es fantástico, pero…",2
Faltan muchas explicaciones de lo que ahí se  presenta. La parte más grande de la pirámide que está a la vista me dio la impresión de haber sufrido una muy mala remodelación.,2
"Nos la hemos pasado de lujo con los de Vidanta de Joy Squad en Familia, hemos jugando Lotería, Black Jack y Poker asi que les recomendamos que se hospedan y se diviertan en esta ubicación Nuevo Vallarta
No se olviden del Barrio de Joy Squad, la raza de Jazmin, Adrian, Angel, Yair, Kimberly",5
"Las habitaciones son amplias con camas cómodas, el armario mas que suficiente y las vistas fantásticas, pude ver desde mi habitación una de las mas maravillosas puestas de sol que se puede uno imaginar. El cuarto de baño seria el único pero que se le puede poner al hotel, desentona con el resto de la habitación, eso si funcionan. El servicio agradable y atento. El hall es amplio y cómodo, con un patio-bar de estilo sevillano que es el corazón del hotel. Ademas cuenta con una galería comercial y piscina que visitamos aunque no nos dio tiempo a disfrutar de ella. Una de las cosas mas importantes es su situación, esta en el centro, que es fundamental si quieres visitar la Habana.",4
"Muy buena comida y servicio por Karla y Armando nos pareció bueno el cambio de menú muchas gracias por el buen servicio 
Sr. Carlos",5
Los tiquetes para subir en teleférico son demasiado caros. Al llegar arriba hay que caminar un trecho corto sucio para llegar al santuario que aparte de ser grande y estar el Cristo caído no tiene ningún interés. San Isidro y Santa Clara son dos casas lindísimas enclavadas en el cerro y muy bien conservadas con la mejor vista de Bogotá pero solo se puede entrar a tomar café porque son exageradamente caros.,2
En mi visita prefiero un buen corte y un mezcal Todo tiene muy buen sabor pero es muy caro comparado con la ciudad de Mexico,5
"Tuvimos una noche agradable, con buen marisco y música en vivo. El personal era amable y eficiente. El ambiente era genial y el lugar estaba lleno.",4
"Es la primera vez que venimos aquí y reconozco que el servicio es excelente. Salvador el mesero hace bebidas deliciosas y la comida es muy sabrosa. En recepción nos atendieron rápidisimo con Emmanuel, el tiene una gran sonrisa. Muy buenas vacaciones",5
"La Bodeguita del medio esta ubicada en la Habana vieja por la zona de bares y restaurantes, puedes llegar caminando si estas en el centro de la ciudad.
Físicamente es un local pequeño (yo me lo imaginaba mas grande) sin embargo las veces que pase...Más",4
"La Macroplaza es muy grande (lleva gorra y bloqueador) esta dividida en dos. Una a cargo del municipio y ahi esta el  nuevo Palacio Municipal, el homenaje al sol, la Catedral y el MARCO.La otra a cargo del gobierno estatal y va de la estación del metro Zaragoza  hasta la calle 5 de mayo y ahí esta el Palacio de Gobierno,  hacia el oeste la calle Zaragoza, encuentras el Palacio de Justicia, el Palacio Legislativo y el  Infonavit. Del otro lado la Av Dr. Coss y esta el Teatro de la Ciudad, el Museo de Historia Mexicana, el Museo del Noreste y el Paseo Santa Lucía que te lleva al parque Fundidora. Visita la Capilla de los dulces nombres (Coss y matamoros)",4
"El motivo de viaje fue de pasar tiempo en familia y la pasamos muy bien, me gusto mucho el hotel , la ubicación es excelente en pleno centro de Monterrey , uno puede partir de ahí a cualquier lugar que desees visitar",4
"Como positivo destaco la hermosa vista que hay desde las habitaciones de los pisos superiores del hotel, que son muy espaciosas, y que tanto en la habitación en la que nos hospedamos como en las áreas comunes todo se encontraba limpio y ordenado.  Por otro lado, debo decirles que si deciden hospedarse en este hotel no dejen de llevarse papel y cinta adhesiva ya que en la habitación era imposible apagar el aire acondicionado. Al pedir en recepción que por favor lo repararan o apagaran fue evidente que tenían previo conocimiento del problema, pero que no había mantenimiento para repararlo.  Otro inconveniente se presento cuando en el check in nos informaron que tendríamos el desayuno en el piso superior del hotel (nos encontrábamos de luna de miel) pero cuando fuimos a desayunar…",3
"el edificio es tradicional y bonito, sin embargo la plomería de las habitaciones no estaba en orden, hubo problemas con el agua caliente, el agua salía con fuerte olor a azufre y un color oscuro. lamentablemente el personal se manifestó incapaz que reparar satisfactoriamente la situación ni tampoco de ofrecer una compensación adecuada. además, el servicio de internet funciona sólo en algunas habitaciones.",2
"es moderno y se percibe una fuerte dosis de cultura, modernidad y contenido humano. espacio muy amplio, su cartelera de espectáculos es variada y a precios razonables",4
No es un hotel para veranear es para sesiones de trabajo. Está ubicado en una zona muy fea de Mérida si eres amante de las ciudades densas y bien planeadas. Es bastante cómodo para trabajar. Ahora está cómodo porque te puedes mover en Uber por la ciudad.,4
"Las habitaciones eran preciosas, amplias y cómodas. Bien tranquilo, moderno, decoración sofisticada. Excelente baño/ducha. El patio era muy bien dividido en rincones y zonas privadas con mucha vegetación. El personal es servicial. Una pequeña sala de reuniones y ordenador disponible para los huéspedes.",4
"Solo el caminar en la  ciudad amurallada, resulta agradable apesar de su clima calido.recorrer sus plazas,visitar las iglesias como la de San Pedro Claver,curiosear por esas calles es de lo mas placentero,es una actividad que puede tomarte hasta 3 h,y al finalizar la tarde observar el ocaso del sol eslo maximo,ademas puedes ir al castillo,al cerro la popa, a las playas.no hay aburrimiento posible",5
"Es imponente a las 9 de la noche hacen una ceremonia conocida por detonar un cañonazo , vale la pena totalmente.. es muy bonito y se puede apreciar especialmente en el atardecer..",5
Yo reserve por una página web la cual siempre me ha puesto el precio total pero cuando llegue a pagar en el hotel me volvieron a cargar los impuestos y no me quisieron respetar el precio mal por el hotel,2
"Me gustó la Historia, la arquitectura, la belleza del lugar en generalNo me gustó el acoso de los vendedores ambulantes, muy pesados e insistentes",5
"Excelente comida el Chef Claudio el mejor de Vallarta , En el restaurant Azul te atienden de maravilla el Chef Eliseo y la Sra Margarita Herrera.
Lo unico que no me gusto fue la recepcion....luego de muchas horas de viaje me recibieron CON LA CUENTA ....Parece que la nueva modalidad es cobrar al check/in , luego de diez anos viniendo a este Hotel me parecio
UNA TREMENDA DESCORTESIA por parte de la recepcion.
REPITO > Lo mejor del hotel se encuentra en los restaurantes",4
"Visitamos los Nardos el 5 de mayo, nuestra última noche en La Habana antes de regresar a nuestro complejo de playa, puramente sobre la base de las excelentes críticas que había recibido aquí.

Cuando llegamos había cola fuera, pero esperábamos esto. Sin embargo, era un...poco complicado ya que había una cola separada para una comida para llevar, así que estábamos un poco seguro de si estábamos esperando en el lugar correcto! Tuvimos que esperar unos 30 minutos y enviaron finalmente por las escaleras hacia el restaurante.

El restaurante era precioso interior, iluminado por velas con un gran ambiente. Nos llevaron a nuestra mesa y pedimos una sangría cubana que era precioso. Después pedimos entrantes y platos principales de cada uno. pedí un plato de sopa tradicional cubana y camarones main y mi novio ordenados una tortilla de empezar y un plato de pollo para main. También pedimos batatas y arroz como platos secundarios.

Sin embargo, nos trajeron nuestros platos principales antes habíamos tenido incluso nuestros entrantes! un camarero nos informó sobre esto y se disculpó y nos preguntó si queríamos nuestros aperitivos o si queríamos olvidar y a nuestras principales. dijimos que queríamos que los principiantes, así que él tomó las principales - gran error.

Por supuesto nuestros entrantes llegamos, que no estaban mal. Luego seguimos nuestras principales - recalentados versiones de las que había traído nos hace 20 minutos. En retrospectiva, deberíamos haber o no tenía nuestros entrantes ya que era bastante evidente que esto iba a ocurrir, o enviado los platos principales. Pero estábamos tonto y no lo hicimos!

Como consecuencia mis camarones eran blanda y el pollo estaba seco. comimos lo que pudimos. evidentemente no propina, aunque el horripilante camarero le insinuó que él quería uno y rápidamente nos fuimos.

Nos tuvimos que levantar a las 3:00 a.m. de la mañana siguiente para nuestro vuelo a Holguin y fue en este punto mi novio comenzó a decir ya no se sentía bien. En el tiempo que estuvimos en el aeropuerto nos tanto sufrimiento de enfermedad / diarrea. fue absolutamente terrible y cubano aseos son apenas alcanzaba el nivel, e I. no cerraba, no funcionaba, no hay rollos de papel higiénico, etc, os ahorraré los adelantos ya!

Así que, en general, no comer aquí de nuevo! comida de recalentamiento, especialmente comida de mar es un juego peligroso! Quizás nos ingenuo en no enviar la comida de vuelta sin embargo cualquier forma este restaurante nos hizo muy, muy mal.Más",2
Super rica la comida y muy rapido el tiempo de atención. Ojo: es uno de esos restaurantes q incluyen la propina en la cuenta. Calidad de los alimentos buena y super limpio,4
"Fuimos allí en un viaje de la Habana premium reservado a través de nuestro representante de Thomson. El bar está situado en una sombreada calle inmundo, aliado. A la llegada nos quedamos impactados por el exterior, sin embargo, esto no era nada comparado con el...interior. Mientras está esperando a ser sentado nos estaba junto a la cocina, se veía sucio. Todos fueron testigos de la chef estrujar el trapeador sucio con sus propias manos y luego fue impactado ver él organizando un plato de ensalada con su olor a las manos. No hace falta decir que no comer la comida. Mientras nos sentamos en nuestra mesa, una banda llegó y comenzó a jugar con nosotros.. que se celebró una cesta en nosotros y exigieron dinero... sutilmente asalto cada uno de nosotros! Toda esta experiencia fue uno de los peores de mi vida y sin gente consejos para evitar a toda costa!Más",1
"Una ubicación perfecta si quieres estar en el antiguo distrito de a pie de la ciudad. Un elegante hotel viejo con un montón de historia. Bien mantenido y remodelada. Como la mayoría de Cuba, no comprenden el servicio de atención al cliente, así que no teníamos expectativas de las sonrisas o esfuerzos para ayudarte.  Se supone que el acceso a Internet disponible en el vestíbulo está al lado de inútil y cuando estábamos allí, incluso que cobra $3-5 para las tarjetas de $2, así que quizás capitalismo es que después de todo.",3
"El lugar está restaurado, agradable, con un montón de gente alrededor. Puede encontrar las principales atracciones alrededor, tienen una comida muy buena y pasar el tiempo pasar wathing los lugareños. Muy bueno para una agradable tarde o noche.",4
Tras ir a la callejonada en este pasado Viernes Santo tratamos de llegar al famoso callejón del beso... Pero la verdad sólo pudimos verlo desde lejos ya que es muchísima la gente que lo visita y no hay personal que te oriente para facilitarte llegar... Se decía entre los visitantes que se llegaba mas rápido por la parte de arriba pero jamás supimos por dónde era esa entrada... Muy mal organizado y te deja con una desagradable experiencia... Deberían poner personal que organice como poder accesar al dichoso callejón.,3
"Gran ubicación en el centro de La Habana vieja a 2 minutos del Capitolio. Me hospedé tanto en la parte Colonial como en la Moderna del hotel y en ambas (con pequeñas diferencias ) me encontré muy a gusto. Surgió un pequeño problema (de ahí el cambio de habitación) y el personal de recepción rápidamente lo solucionó. El desayuno muy bueno y variado. La piscina muy buena y con unas vistas espectaculares de la ciudad. Recomiendo el hotel además de por ubicación e instalaciones por su personal. Tanto Priscila (directora de alojamiento) y Blanca en recepción, como Orestes y José Luis en conserjería (déjense aconsejar por ellos en cuestión de Restaurantes) hicieron que nuestra estancia en La Habana fuera un éxito. Son personas que marcan la diferencia.",5
"Este es un hotel estupendo para La Habana, cómodo, elegante y clásico. No comparar con los mejores hoteles del mundo y centrarse en el sentido de la historia.  El servicio era muy bueno, aunque hablan inglés pueden ser izquierda floundering un poco a veces. El desayuno era normal, pero los bares hecha para este pedido es un mojito y perdonar.  Las habitaciones eran amplias, con aire acondicionado, hardfloored. Los baños básicos pero funcionaba como deberían (buena presión, agua caliente, etc.).  Puede ser un poco lejos, pero estábamos contentos después de haber visto la locura fuera de los otros hoteles.  En general, estancia muy agradable.  En general muy contentos de estancia",4
"Excelente servicio de  Edwin Palacio, rica comida, buen ambiente, buena música, acogedor y románticos",5
"Excelentes instalaciones, muy bonito y cómodo hotel. El mejor animador: Alberto! Muy bonita playa. Sin duda, regresamos al Sea Garden! Felicitaciones al ama de llaves por la limpieza de la habitación, a los meseros por su atención, y a todo el personal por su amabilidad.",5
"Se encuentra en el barrio El Vedado, muy bonito y tiene muchas atracciones cercanas como el Hotel Nacional, la Universidad de la Habana y a 3 calles del Malecón. Además, hay muchos restaurantes, bares y tiendas cerca.  Para ir a la Habana Vieja necesitas tomar un taxi, lo que puede costar 10 cuc. La tarjeta de internet cuesta 5 cuc, dura 1 hora y se puede utilizar en 3 días en el lobby del hotel.  La calidad de las habitaciones es regular, tiene muebles rotos y pasillos y elevadores les falta mantención. El desayuno bueno, con una pianista muy buena amenizando.  Llamamos al número 700 para pedir un servicio y nadie contesta. Bajamos a solicitar que nos repongan papel higiénico 3 veces y nadie lo hizo.",3
"Fue como retroceder en el tiempo en algunos aspectos sentado en el vestíbulo del Parque Central. Está permitido fumar en el hotel, ya que es casi todas partes en Cuba. Incluso me fumaba mi propio cubano que me dieron en una visita a una granja de tabaco Vernalis cerca. Incluso aquellos que este es uno de los mejores hoteles los precios, especialmente por el alcohol, gobierno regulado. He estado en varios otros lugares en mi semana en Cuba y los precios para el ""Cuba Libra"" estamos igual. Me alojé tanto en las torres y las antiguas partes del hotel y las habitaciones me parecieron excelentes. Hubo veces en que el agua caliente estaba un poco ""dudoso"" pero survivable. El desayuno ofrecido por el hotel estaba tan bien que he probado en mi vida. Hacen un buen trabajo para satisfacer…",4
Hermoso Resort en la costa oeste de México! Cerca del aeropuerto de Puerto Vallarta. Muchas comodidades incluyendo hermosa playa y piscinas! Gran servicio con actividades divertidas junto a la piscina. Noe fue lo mejor! No puedo esperar a volver!,4
"Una buena opción a visitar, calidez y muy bonito todo, sin duda es un lugar para volver a visitar :)",4
"Muchas deficiencias con el servicio en la parte de recepción unos chicos muy amables otros no tanto, la comida es de regular a mala poca variedad y en ocasiones ni comestible tienen que mejorar mucho en esa parte! ",3
"Mi marido y yo volamos a La Habana 3 días después de nuestra boda. Nos alojamos por 3 días en el Nacional y me decepcionó no pudimos quedarnos más tiempo en este maravilloso hotel. Honestamente podemos decir que nunca he estado en ningún sitio con mucho carácter, ambiente y la historia. La limpieza, camareros, camareras el personal era amable y servicial, aunque el personal de recepción podría haber hecho su trabajo con poco más de una sonrisa. Mucha variedad en la comida de buffet. Creo que mi única queja es que no tuvimos la oportunidad de ir en el tour del hotel hasta el último día y no descubrir las tiendas del hotel hasta entonces, pero creo que eso es parte de Cuba es relajado encanto, tienden a dejar a su propio dispositivos. Sin duda volveremos.",4
Espectacular...   El tour estuvo lleno de buenos lugares....  Un buen guía y excelente servicio de transporte..,5
"Me gustó el hotel, los cuartos tienen tina, la alberca está agradable. El restaurante sí podría mejorar dado que fue muuuy lento el servicio en el desayuno y la cena está cara para lo que es. Está a 10 min caminando de paseo montejo.",4
Excelente ubicación en el centro de Mérida en una casona típica yucateca. Excelente servicio y comida regional.,4
"Jamás había visto algo así. En México hay minas que pueden visitarse y no es extraño ver imágenes o nichos en ellas. Pero una iglesia completa tallada en una mina de sal que además es heredera de una que se edificó por años por los propios trabajadores de la extracción es sorprendente. Hay fe, arquitectura, belleza... y todo bajo tierra.",5
"Estamos en P. V. 6 meses cada año y este es probablemente el mejor marisco y el servicio que he tenido en la zona de Puerto Vallarta. Juan nuestro camarero era excelente y sin duda contribuyó a la experiencia que hemos disfrutado. Recomiendo mucho este restaurante. Mucho mejor que el centro de la P, V, ubicación.
Bien vale la pena el viaje.",5
"Caminando por el zócalo de Puebla me encontré con este agradable lugar. Difiero de las personas que dicen que la atención es mala, desde la calle te atiende una hostess, te acompaña adentro y te presenta con el mesero que te atenderá, la comida mexicana...Más",4
"Es un hotel sin más. Para mí los lugares los hace su gente y este hotel no se destaca en su servicio. Los de recepción son poco amables, los del buffet también. Tomar un ascensor es un suplicio, yo pasé 4 noches y la verdad no lo elegiriá nuevamente. Yo estube en el piso 19 y la vista fue muy linda, incluso la habitacion estaba muy bien.  El desayuno es excelente.  Para los que yo preferimos la habana vieja no conviene este hotel, ya que te sale 5 cuc el taxi de ida y lo mismo para la vuelta. En la habana vieja hay un hotel que conoci por unas amigas y recomiendo, se llama Hotel Plaza, a 1 cuadra de La Floridita.",3
"Nos alojamos en este hotel por dos noches mientras estaba de vacaciones en Cayo Coco para ver los lugares de interés de la Habana. La zona de recepción es muy limpio y moderno. Ya que estábamos viajando con un grupo de tour no usamos la recepción como nuestra guía resolvieron las habitaciones para nosotros. Hay ascensores de vidrio que llevan a las habitaciones y hay unos 10 pisos.  Nuestra habitación era espaciosa y el baño era enorme y estaba muy limpia. Tuvimos un problema con las camas, ya que estaban tan poco sólido y mantuvo despierto toda la noche y no había mucho poder en el aire acondicionado pero después de hablar con algunos de los demás personas en el tour con nosotros (incluyendo una pareja que cambió su habitación 3 veces en la primera noche no nos molestamos…",3
"Si viene en el agua pasará del siglo xvi Castillo de la Real Fuerza. La plaza está rodeada de palacios, ahora un museo, Museo de la ciudad, el Hotel Santa Isabel, El Templete. Las calles laterales, llamas, correr desde la plaza están llenas de tiendas y restaurantes y hermosos edificios. Vale la pena una visita.",5
Deben de actualizar los horarios en las diferentes páginas ya que como yo o cualquiera de los visitantes que vamos podemos llegar y encontrar cerrado y luego la página para buscar información no funciona.,3
"Si no hubiera leído las opiniones aquí, no hubiésemos subido por esas escaleras en la vida. La entrada es de pensión barata y decrépita pero el restaurante es una delicia. El salón se ilumina, casi exclusivamente, con la luz de las velas de las mesas,...Más",4
"Pesimo servicio al cliente, los guardas de seguridad son unls groseros, en el restaurante la comida se demora horas, el desayuno tiene una seleccion de frutas muy basica, su playa ""privada"" esta llena de vendedores ambulantes fue muy incomodo pasar nuestro aniversario ahí. No volveremos",1
"Fuimos por primera vez con mi familia a este hotel y la verdad me que impactado con la calidad, el servicio y la eficacia de todos y cada uno de los que colaboran dentro de este hotel. La verdad me gustaría que mas hoteles de mas renombre fueran como ustedes y ténganlo por seguro que estoy totalmente convencido en volver a regresar. Lamentablemente no tengo el nombre de todos pero todo el servicio en general para mi gusto y el de mi familia es excelente...Muchas pero en verdad Muchas Felicidades y espero verlos pronto......Saludos",5
El hotel se encuentra a unos pasos de la zona peatonal de Monterrey desde donde puedes ir a la Macroplaza y de ahí tomar la lancha que te lleva al parque fundidora en el recorrido conoces lo mas representantivo de la Ciudad y al llegar al parque pasar un agradable día.,4
la experiencia vivida durante mi estadía en el hotel Melia Cohiba ha sido altamente satisfactoria. Es. sin lugar a dudas el hotel recomendable en la ciudad de La Habana tanto para casos de viajes por negocios como familiares y/o de turismo y vacaciones.,5
